,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engineOil_cc_value_0,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_engineSound_cc_value_0,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_engineBlowByBackCompression_cc_value_0,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission,how_old
14306,0,1,1,5,1,1,0,0,4,1,1,1,1,1,0,1.5704211233068657,3,0.5545798534899543
14307,0,1,0,0,0,1,0,0,3,1,1,1,0,1,3,0.761546914446375,3,0.24590004542147045
14308,1,1,0,6,0,0,0,0,0,0,1,1,0,0,3,0.16893562360851866,5,1.282182258222809
14309,1,1,1,5,1,1,1,1,4,1,1,3,1,1,0,-1.1368749729717362,1,-1.4297903412360131
14310,1,1,0,5,0,0,0,0,0,0,1,1,0,0,4,0.6924958947395535,4,1.2380851427844541
14311,1,1,0,5,1,1,1,0,3,1,1,1,1,1,3,-0.29500425639751826,4,-0.8785763982565777
14312,1,1,0,6,1,0,0,0,4,0,1,1,1,1,3,1.248175903126595,5,1.2160365850652768
14313,1,1,0,5,0,1,0,0,1,1,1,1,0,1,4,0.34488848522131754,5,1.1719394696269219
14314,1,1,0,5,0,0,0,0,4,1,1,1,0,1,4,0.17391824596580865,4,1.392425046818696
14315,1,1,1,5,1,1,0,1,4,1,1,1,0,1,3,1.1492933032119643,3,-0.1068768780853682
14316,1,1,0,5,0,1,1,0,4,1,1,1,1,1,4,-0.17535716588662742,4,-0.1289254358045456
14317,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,-0.30593181015105986,3,0.3340942762981801
14318,1,1,1,5,1,1,1,0,1,1,1,1,1,1,0,-0.7763940069767252,3,-0.8785763982565777
14319,1,1,0,3,0,1,0,0,4,1,1,1,0,1,3,-0.018115868920303868,5,1.921590432078954
14320,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.4321755400610825,1,-1.2754504372017712
14321,1,1,0,0,0,0,0,0,4,0,1,1,0,1,4,-0.2125664487264755,3,0.6868711998050188
14322,0,1,1,5,0,0,1,0,3,1,1,2,1,0,4,0.4245462890020268,4,0.6207255266474865
14323,1,1,0,5,1,1,0,0,4,1,1,1,1,1,0,-0.14759989627391315,3,-0.30531389755796495
14324,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-0.7941004932936185,1,-1.6723244761469647
14325,1,1,0,5,0,1,0,0,0,1,1,1,0,1,3,0.8518542715915925,3,1.4806192776954057
14326,1,1,0,5,0,0,1,0,4,1,1,1,0,1,0,-0.5384898279001104,4,-0.3714595707154972
14327,1,1,0,5,1,1,1,0,3,1,1,1,0,1,0,0.4303201432357963,3,-0.8565278405374003
14328,1,1,0,5,1,1,1,0,4,1,1,4,1,1,3,-0.3798799136339303,3,-0.08482832036619077
14329,1,1,0,6,0,1,0,0,3,0,1,1,1,1,0,1.8260317887003739,3,0.5545798534899543
14330,1,1,0,6,0,1,0,0,4,0,1,1,0,0,3,0.6489781415331795,3,1.3703764890995187
14331,1,1,0,5,0,0,1,0,4,1,1,1,1,0,4,-0.14719358801301827,4,0.5986769689283091
14332,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,1.7480419872538646,9,1.7231534126063572
14333,1,1,0,0,0,0,1,0,3,1,1,1,1,1,3,0.06673840367079797,4,0.6868711998050188
14334,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,0.5047173242701822,3,1.1057937964693896
14335,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.0766130424874305,3,-1.0108677445716423
14336,1,1,0,5,1,1,0,0,3,1,1,3,1,1,3,-0.26902191234555534,3,0.7089197575241962
14337,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,1.675077577455266,9,1.7452019703255348
14338,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.5554417029461131,9,1.7892990857638895
14339,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-1.3514057347242396,2,-1.4297903412360131
14340,0,1,0,0,0,0,0,0,4,0,1,1,0,0,3,0.7162970049698701,5,1.4806192776954057
14341,1,1,0,5,1,1,1,0,3,1,1,1,1,1,0,0.48609129820494795,3,-0.7242364942223358
14342,1,1,0,5,0,0,1,0,4,1,1,1,0,1,4,0.05422838616429732,5,0.22385148770229304
14343,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.0724644212972407,1,-1.3636446680784808
14344,0,1,0,0,1,1,1,0,4,1,0,0,0,0,3,0.26833145501059563,5,0.8632596615584381
14345,0,1,0,5,0,0,1,0,3,1,1,1,0,1,4,-0.6321759590043485,4,1.7011048548871799
14346,1,1,0,5,1,0,1,0,0,1,1,1,0,1,3,-1.009465256213222,3,0.09156014138722855
14347,1,1,1,5,1,1,1,0,4,1,1,1,1,1,0,0.5041613234921155,5,-0.680139378783981
14348,1,1,1,5,1,1,1,1,4,1,1,1,0,1,3,-1.338232793213121,2,-0.9667706291332874
14349,1,1,0,0,0,1,1,0,3,1,1,2,1,1,4,-0.13526095592989457,4,-0.06277976264701336
14350,1,1,0,5,1,1,1,1,4,1,1,1,1,1,0,0.8583338191206006,2,-1.2313533217634163
14351,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-1.368620374198997,2,-1.8928100533387389
14352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.2208147731312034,6,0.20180292998311564
14353,1,1,0,5,0,0,0,0,3,0,1,1,0,0,4,0.8190716103309678,4,-0.150973993523723
14354,1,1,0,0,1,0,1,1,4,1,1,3,1,1,0,0.05157669014582539,4,-0.5478480324689164
14355,1,1,0,0,0,1,0,0,4,0,1,1,1,1,4,-0.33557092855107673,5,0.40023994945571234
14356,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.3182921351403887,1,-0.6139937056264487
14357,1,1,0,0,1,1,1,0,3,1,1,3,0,0,0,-0.7561641325132217,4,-1.6723244761469647
14358,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.6907698871544542,9,2.1641245669899054
14359,1,1,0,0,1,0,1,0,4,0,1,1,0,0,0,1.1164037187247884,5,0.06951158366805113
14360,1,1,0,0,1,0,1,0,4,1,1,1,1,1,3,0.3727954473512036,4,0.4443370648940672
14361,1,1,0,6,0,0,0,0,0,1,1,1,0,1,3,0.3253429194077422,3,0.5325312957707768
14362,0,1,0,0,1,0,0,0,3,0,0,0,1,1,0,0.21087091306193365,4,0.1797543722639382
14363,1,1,1,5,1,1,1,0,2,1,0,0,1,1,0,-0.7894172559706721,4,-0.5919451479072714
14364,1,1,1,5,1,0,1,1,4,0,1,1,1,1,0,1.2814931805199763,3,-0.19507110896207785
14365,1,1,0,5,1,0,0,0,6,1,1,1,0,0,0,-0.1209973975079528,4,0.5766284112091317
14366,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-1.3894490187311879,2,-1.9810042842154485
14367,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,0.3912931655445764,4,0.025414468229696306
14368,1,1,0,5,1,1,1,0,1,1,1,1,1,1,3,0.4284382944484937,3,0.9514538924351478
14369,1,1,0,6,0,1,0,0,4,0,1,1,1,1,0,-0.23931864000960765,3,-0.9226735136949326
14370,1,1,0,0,1,0,1,0,3,1,0,0,1,1,0,0.03951575019084015,5,-0.415556686153852
14371,1,1,0,0,1,0,1,1,4,1,1,1,0,1,3,-0.446450314484762,3,-0.6360422633456262
14372,1,1,0,0,1,0,1,0,4,1,1,3,1,1,0,-0.2828363932159817,3,-0.23916822440043267
14373,1,1,0,5,1,1,1,0,0,1,1,1,0,1,0,1.0649308774629984,3,0.4222885071748898
14374,1,1,0,5,0,1,0,0,6,0,1,1,0,1,0,0.4515337113835718,5,0.11360869910640596
14375,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.6516146015913726,2,-1.1652076486058842
14376,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.7697433822852352,3,0.1797543722639382
14377,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,-1.171154559404079,3,0.7089197575241962
14378,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,-0.6881181911359823,1,-0.04073120492783594
14379,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.4599114250284864,1,-1.7605187070236743
14380,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.8869098539401361,3,-0.08482832036619077
14381,1,1,1,5,1,1,0,0,3,1,1,3,1,1,0,-1.243220814099647,2,-0.7242364942223358
14382,1,1,0,5,1,1,1,0,0,1,1,1,0,1,3,0.06949702291582119,4,1.0396481233118575
14383,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,1.519782283212176,9,1.7452019703255348
14384,1,1,0,6,1,1,0,0,0,1,1,1,0,1,0,0.34724079620544585,4,-0.7683336096606906
14385,1,1,0,5,0,0,0,0,4,0,1,1,0,1,4,0.3508548012628794,3,1.7452019703255348
14386,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3617559030544044,3,-1.694373033866142
14387,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.3170192250653456,1,-1.5620816875510777
14388,1,1,0,0,1,0,1,1,4,1,1,3,1,1,4,-0.4778215891549098,3,-1.099061975448352
14389,1,1,0,0,1,0,0,0,4,0,1,1,0,1,3,-0.3870223851675563,3,1.2160365850652768
14390,1,1,0,5,0,1,1,0,4,1,1,1,0,0,4,-0.1229647848764965,3,1.5688135085721153
14391,1,1,0,0,0,0,1,0,6,0,1,1,0,0,0,2.612259658177302,4,0.9294053347159703
14392,1,1,0,0,1,1,0,0,4,1,1,3,0,0,4,-0.13896049956856912,4,0.3120457185790027
14393,0,1,0,6,0,0,0,0,5,0,0,0,0,0,3,0.368924826550047,9,3.0240183180378244
14394,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-0.41542119413957834,3,-0.7683336096606906
14395,1,1,0,0,1,1,1,0,3,0,1,1,0,1,0,-0.6242636402395533,3,-1.0108677445716423
14396,1,1,0,6,0,0,1,1,4,1,1,1,1,1,4,-1.4815099167918464,2,-1.9589557264962711
14397,1,1,0,5,1,0,1,0,4,1,1,1,0,1,4,-0.67049724340033,3,-0.1068768780853682
14398,1,1,0,0,1,1,0,0,4,1,1,1,0,1,3,0.39184916632264305,4,1.6790562971680025
14399,1,1,1,5,1,1,1,0,4,1,1,1,1,1,4,-0.429428136817797,2,-0.5037509170305616
14400,1,1,0,3,1,1,1,1,4,1,1,1,1,1,3,-0.7464341188970545,4,0.5766284112091317
14401,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,2.8255501105018106,2,-0.23916822440043267
14402,1,1,0,5,0,1,1,0,4,1,1,1,0,1,4,0.3118064389263491,4,0.40023994945571234
14403,1,1,0,5,1,0,1,0,4,0,1,1,1,1,0,1.8193597793635736,3,0.5766284112091317
14404,1,1,0,0,1,1,1,0,3,1,1,3,1,1,0,-1.0846322844787772,2,-1.0108677445716423
14405,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-1.0096791026663245,2,-1.584130245270255
14406,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.35817449864401896,1,-1.1431590908867066
14407,1,1,0,5,1,0,1,0,6,1,1,1,0,1,0,0.49669808227883566,3,-0.34941101299631977
14408,1,1,0,5,0,1,0,0,0,0,0,0,1,1,3,-0.8433065621525211,4,1.546764950852938
14409,1,1,0,0,1,0,0,0,4,1,1,1,1,1,0,2.004743269558196,4,-0.6580908210648035
14410,1,1,1,5,1,1,1,1,4,0,1,1,0,1,3,-0.6456910548404313,3,0.025414468229696306
14411,1,1,0,5,0,0,0,0,4,1,1,1,0,1,3,-0.2855736278156947,5,1.2380851427844541
14412,1,1,0,4,1,1,1,0,5,1,1,3,0,1,0,0.04779160792590981,3,0.13565725682558338
14413,1,1,1,5,1,1,1,0,4,1,1,1,1,1,4,-0.877842764328587,2,-0.018682647208658528
14414,0,1,1,5,1,1,0,0,3,1,1,1,0,1,3,-1.450160026767009,2,-0.17302255124290045
14415,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.548486625903573,1,-1.8266643801812066
14416,1,1,1,5,1,1,1,0,3,1,1,1,0,1,0,1.675975732558297,3,-0.150973993523723
14417,1,1,1,5,1,1,1,0,4,1,1,1,1,1,0,0.8726401468331628,3,-1.1652076486058842
14418,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.7265036294678945,1,-1.3415961103593035
14419,1,1,0,5,1,1,0,0,3,1,1,2,1,1,0,0.4353241502383966,3,-0.04073120492783594
14420,1,1,1,5,1,1,1,0,3,1,1,1,0,0,3,-0.9751215158449484,2,-0.1068768780853682
14421,1,1,0,5,0,1,0,0,6,1,1,1,0,0,0,-0.12707063677606592,5,0.1797543722639382
14422,1,1,0,5,1,1,0,0,0,1,0,0,1,1,3,1.6221505803123788,5,0.6868711998050188
14423,1,1,1,5,1,0,0,0,4,1,1,1,1,1,3,0.45720064239079006,3,0.48843418033242203
14424,1,1,1,5,1,1,0,0,6,1,1,1,0,1,0,0.4374839994147326,5,-0.9226735136949326
14425,1,1,1,5,1,1,1,1,4,0,1,3,0,1,0,-0.07147055896939639,3,-0.8565278405374003
14426,1,1,0,6,0,0,1,0,0,0,1,1,1,1,3,0.40200687284501535,4,0.7750654306817284
14427,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3792699275635052,3,-0.17302255124290045
14428,1,1,0,5,0,1,0,0,3,1,1,1,1,1,0,0.3928542446522251,5,-0.4376052438730294
14429,1,1,0,5,1,1,0,1,4,1,1,1,0,1,3,-0.9388959266893722,4,1.2380851427844541
14430,1,1,1,5,1,1,0,1,4,1,1,2,1,1,3,-0.38595315290204346,3,-0.3714595707154972
14431,1,1,0,5,0,0,0,0,3,1,1,4,0,1,0,-0.1545712906450571,3,0.025414468229696306
14432,1,1,1,5,1,1,1,0,3,1,1,1,0,1,0,-0.6760144818903765,3,-1.1431590908867066
14433,1,1,1,5,1,1,1,0,4,1,1,3,0,1,0,-0.5216601120409377,6,0.40023994945571234
14434,1,1,1,5,1,1,0,0,4,1,1,1,0,1,0,-0.7054397538372909,3,-0.6360422633456262
14435,0,1,0,5,0,0,0,0,4,0,1,2,0,1,4,0.8967192574525128,5,0.3561428340173575
14436,1,1,0,0,1,1,1,0,0,1,1,1,0,1,4,0.708320532269144,3,0.40023994945571234
14437,0,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.42316243574189155,9,1.9877361052364864
14438,1,1,0,6,0,0,0,0,0,1,1,4,1,1,3,-0.09011796967994094,3,1.1057937964693896
14439,1,1,0,2,1,1,1,0,4,0,1,1,1,1,0,0.8252945421162527,3,-0.32736245527714236
14440,1,1,0,5,0,0,0,0,6,0,1,4,1,1,0,0.5970348380745639,3,-0.415556686153852
14441,1,1,0,5,1,1,1,0,4,1,1,1,0,1,0,-0.47948959148910986,3,-0.23916822440043267
14442,1,1,0,6,0,1,0,0,6,0,1,1,0,0,0,1.5413166210396052,5,0.5325312957707768
14443,0,1,0,0,0,0,0,0,4,1,1,1,0,0,4,0.5790075820780168,5,-0.150973993523723
14444,1,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0.7795100165069914,9,0.8853082192776155
14445,0,1,0,5,0,0,0,0,4,0,1,1,0,0,4,0.027818349206129286,5,0.753016872962551
14446,1,1,0,5,1,0,1,1,4,1,1,1,1,1,3,-0.5737103387261046,3,0.24590004542147045
14447,0,1,0,6,0,0,0,0,0,1,1,1,0,1,4,1.397718727781226,5,0.09156014138722855
14448,1,1,1,5,1,1,1,0,3,1,1,3,1,1,0,0.04691483746818925,3,-0.3714595707154972
14449,1,1,0,5,0,1,1,0,3,1,1,3,0,0,0,3.1010057267432374,4,-0.7903821673798681
14450,1,1,0,0,0,1,1,0,0,1,1,1,1,0,4,-1.0298448231938975,3,0.3561428340173575
14451,0,1,0,0,0,0,1,0,4,1,1,1,0,1,3,-0.4072736442763702,4,0.2679486031406479
14452,1,1,0,6,1,0,1,1,0,1,1,1,1,1,4,-0.4276318266117354,3,-0.30531389755796495
14453,1,1,0,5,1,1,1,0,4,1,1,1,0,1,3,-0.7400614945945978,3,0.9955510078735026
14454,1,1,1,5,1,1,0,0,3,1,1,1,0,1,0,0.11750555163734933,4,-0.19507110896207785
14455,1,1,0,5,0,0,0,0,4,0,0,0,0,1,4,0.21705107555659808,5,1.2601337005036315
14456,1,1,1,5,0,0,1,0,6,1,1,1,0,1,0,0.5504163112982026,5,-0.23916822440043267
14457,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,0.3271819989044243,3,-0.3714595707154972
14458,0,1,1,5,1,1,0,0,4,1,1,1,0,1,3,-1.1037501573861475,3,0.24590004542147045
14459,1,1,0,0,1,1,1,0,4,1,1,1,0,1,4,1.2872884193990561,3,0.13565725682558338
14460,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,-0.3863380765176281,3,-0.8565278405374003
14461,1,1,0,5,1,1,1,0,6,1,1,1,0,1,0,1.6701591090339067,3,0.5325312957707768
14462,0,1,1,5,0,0,1,0,4,0,0,0,0,1,4,1.7451336754916698,5,0.003365910510518889
14463,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.857997813480668,1,-1.473887456674368
14464,1,1,0,0,0,1,0,0,4,1,1,2,0,1,3,-0.3172870568108066,4,0.7089197575241962
14465,1,1,1,5,0,0,1,0,3,1,1,1,1,1,4,-0.4219862802498274,3,-0.5478480324689164
14466,0,1,0,0,0,0,1,0,4,0,1,1,1,1,3,0.22284631443567787,5,0.9955510078735026
14467,1,1,1,5,1,1,1,0,4,1,1,3,1,1,3,-0.46928911567611703,2,-1.054964860009997
14468,0,1,1,5,0,0,0,0,4,0,0,0,0,1,3,-0.2557206629625752,9,1.7452019703255348
14469,1,1,1,5,1,0,0,0,3,1,1,1,0,1,3,0.3261127666389114,4,0.2679486031406479
14470,1,1,1,5,0,0,1,0,3,1,1,1,0,1,4,-0.0656753200903166,3,0.025414468229696306
14471,1,1,0,5,0,1,1,0,4,1,1,2,0,1,3,-1.255602523734286,3,1.6349591817296476
14472,1,1,0,0,0,0,0,0,3,0,1,1,0,1,3,-0.35304218376955715,4,1.9656875475173088
14473,1,1,0,0,1,0,0,1,4,0,1,1,1,1,0,0.30019457652287934,3,-0.4376052438730294
14474,0,1,0,5,0,0,1,0,0,1,1,1,0,1,4,0.454206792047354,5,0.9294053347159703
14475,1,1,0,0,1,0,1,0,4,1,1,1,1,1,0,-0.010203550155508586,3,0.20180292998311564
14476,1,1,0,0,1,0,1,0,4,0,1,1,0,1,3,0.2600769819208362,5,1.8995418743597767
14477,0,1,0,6,1,0,1,0,3,1,1,1,1,1,3,0.505529940791972,3,0.9735024501543251
14478,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.283252870120449,3,-1.9148586110579162
14479,1,1,0,5,1,1,1,0,4,0,1,1,1,1,4,-0.17381747142428888,4,0.3561428340173575
14480,1,1,0,0,1,1,0,0,3,1,1,1,0,1,3,-0.8276530017854126,3,0.6207255266474865
14481,0,1,0,5,0,0,0,0,4,1,1,1,0,1,0,-0.20262258865720575,5,-0.7462850519415133
14482,0,1,0,5,0,1,0,0,0,1,1,1,0,1,3,-0.2037987441492699,2,2.0097846629556635
14483,1,1,0,0,1,0,0,0,4,1,1,1,0,1,3,-0.4440766188553234,3,0.48843418033242203
14484,0,1,0,5,1,1,0,0,1,1,1,1,0,1,0,2.1363016075069003,4,0.48843418033242203
14485,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,0.7737147776279116,3,-0.4817023593113843
14486,1,1,0,0,0,1,1,0,4,1,1,1,1,1,3,0.6913411238927997,4,0.642774084366664
14487,1,1,1,5,0,0,1,0,1,0,0,0,0,1,4,1.878188938612092,4,0.025414468229696306
14488,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,1.2495872897170721,9,0.8632596615584381
14489,1,1,0,0,0,0,0,0,4,0,1,1,0,1,4,1.282861797819833,5,1.921590432078954
14490,1,1,0,0,1,1,1,1,4,1,1,1,1,1,4,-0.662606309280845,3,-0.8785763982565777
14491,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.9980458556175444,3,-1.3195475526401261
14492,0,1,0,5,0,1,0,0,0,1,1,1,1,1,4,0.8355591718651764,4,0.9514538924351478
14493,0,1,0,0,0,0,1,0,4,1,1,3,0,1,0,-0.4000456341615032,5,0.3120457185790027
14494,0,1,0,5,1,1,0,1,4,1,1,1,1,1,3,-0.803188967550478,4,-0.3714595707154972
14495,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,1.6604718647083603,4,-0.6360422633456262
14496,1,1,0,0,1,0,0,1,4,1,1,3,0,1,3,-0.8371905535937874,4,1.1939880273460994
14497,0,1,0,0,0,1,0,1,4,1,1,1,0,1,4,0.058141776256074446,4,-0.04073120492783594
14498,0,1,0,5,1,0,1,0,6,1,1,1,0,1,0,-0.8823763091343615,5,-0.9226735136949326
14499,1,1,1,5,0,1,1,0,3,1,1,1,1,1,4,0.005321702339738374,3,0.003365910510518889
14500,1,1,0,5,0,1,1,0,4,1,1,1,0,0,0,-0.13990142396222044,4,-0.34941101299631977
14501,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.20445045215215,3,-1.6502759184277873
14502,1,1,1,5,0,1,1,1,4,1,1,1,1,1,3,-0.4303476765661381,3,-0.08482832036619077
14503,1,1,1,5,1,1,1,1,4,1,1,3,1,1,0,-0.7847981725836565,1,-0.415556686153852
14504,1,1,0,5,1,0,0,0,1,1,1,1,0,0,3,0.13005833843447048,3,0.003365910510518889
14505,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,0.7970454256614026,3,0.2899971608598253
14506,1,1,0,5,0,0,0,0,4,1,1,1,0,1,4,-0.20548813112878025,3,0.7750654306817284
14507,1,1,0,0,1,0,1,0,3,1,0,0,0,1,3,-0.40586225768589324,3,1.1278423541885672
14508,1,1,0,5,0,0,0,0,3,1,1,3,0,0,3,-0.37192482557851453,4,0.13565725682558338
14509,1,1,0,6,1,0,0,0,3,1,1,1,1,1,3,0.09693352284888158,3,0.025414468229696306
14510,1,1,0,5,0,1,1,0,4,1,1,1,0,0,3,1.3187880019410656,4,0.7309683152433736
14511,1,1,0,6,0,1,0,0,4,1,1,1,0,1,4,0.31548459791971345,4,1.6349591817296476
14512,1,1,0,5,1,0,0,0,1,1,1,1,1,1,3,-0.29750625989881835,4,0.9735024501543251
14513,0,1,1,5,0,1,1,1,4,1,1,1,1,1,3,-0.2240927725487043,3,0.6868711998050188
14514,1,1,0,0,1,1,0,1,4,0,1,4,1,1,0,-0.4826972882856485,3,-0.7242364942223358
14515,1,1,0,5,0,1,0,0,0,0,1,4,0,1,0,-0.03793943512291259,3,-0.150973993523723
14516,1,1,0,0,1,1,1,0,4,1,1,1,0,1,3,-1.3841028574036234,4,-0.30531389755796495
14517,1,1,0,5,1,1,1,0,3,1,1,1,0,1,3,-1.0077972538790219,3,0.11360869910640596
14518,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,-1.5579814084213275,1,-1.8707614956195615
14519,1,1,0,5,1,0,0,0,3,0,1,1,1,1,0,0.9620279642300393,4,-0.19507110896207785
14520,1,1,0,5,1,0,0,0,0,1,1,1,0,1,3,-1.3512132729164474,5,0.24590004542147045
14521,1,1,0,5,0,0,0,0,4,0,1,1,0,1,0,0.9196649818704191,4,-0.415556686153852
14522,1,1,0,5,0,0,0,0,0,0,1,1,0,0,4,0.9141263587350624,4,-0.680139378783981
14523,1,1,0,5,1,1,1,0,4,1,1,3,1,1,0,0.290785332586366,3,-0.5698965901880939
14524,1,1,0,6,0,0,0,0,4,1,1,1,0,1,3,-0.8970034065265777,4,-0.08482832036619077
14525,1,1,0,5,0,0,0,0,0,1,0,0,0,0,4,2.491457796819657,5,1.6790562971680025
14526,1,1,0,5,0,0,0,0,5,1,1,1,0,0,3,-0.30375057632941355,4,1.6129106240104703
14527,1,1,0,6,0,0,1,0,6,1,1,2,0,1,0,0.1324106494185988,5,-0.04073120492783594
14528,1,1,0,5,0,0,1,0,4,1,1,1,0,1,3,0.24057418539788136,5,1.5688135085721153
14529,1,1,0,5,1,1,1,0,4,0,1,1,0,1,3,0.5260592002898192,6,1.2160365850652768
14530,1,0,0,0,0,1,1,0,4,1,1,1,1,1,3,0.4731963570828627,3,0.3120457185790027
14531,1,1,0,0,1,1,1,0,5,1,1,1,1,1,0,-0.9332503803274642,3,-1.3636446680784808
14532,1,1,0,5,0,0,0,0,0,0,1,1,0,1,3,0.22306016088878045,5,1.0396481233118575
14533,0,1,0,0,0,0,1,1,4,0,1,1,0,1,4,-0.23057232007771233,4,-0.06277976264701336
14534,0,0,0,6,0,0,0,0,0,0,1,1,0,0,4,0.1910687315046352,5,1.8995418743597767
14535,1,1,1,5,1,1,1,0,0,1,1,2,0,1,3,-0.2990459543611569,5,0.5545798534899543
14536,0,1,0,6,0,0,0,0,6,0,1,3,0,1,0,0.7655672277647034,5,-0.21711966668125526
14537,1,1,0,5,1,0,0,0,4,1,1,1,0,1,3,0.5574090903146568,4,1.392425046818696
14538,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0.6298174993351887,3,1.0837452387502122
14539,1,1,1,5,0,1,0,0,4,1,1,1,1,1,3,-0.5219594970752813,3,-1.3856932257976582
14540,1,1,0,5,0,1,1,0,4,0,1,1,0,0,4,0.31039505233587217,4,0.8853082192776155
14541,0,1,0,0,0,1,1,1,4,1,1,2,0,0,3,0.14729436255453804,4,0.7089197575241962
14542,1,1,1,5,1,1,1,0,0,1,1,1,1,1,0,-1.2424295822231675,3,-1.1431590908867066
14543,1,1,0,5,0,1,0,0,3,1,1,1,1,1,0,0.9400873181417151,4,0.025414468229696306
14544,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3755489992795205,1,-1.2974989949209486
14545,1,1,0,5,0,1,1,0,4,1,1,1,1,1,4,0.11374185406274401,3,-0.2612167821196101
14546,1,1,0,6,1,1,1,0,1,1,1,3,1,1,0,0.14956113495742535,4,-0.680139378783981
14547,1,1,0,5,0,0,1,0,4,0,0,0,0,1,4,0.8610496690750034,6,1.3703764890995187
14548,1,1,1,5,1,1,1,0,4,1,1,1,0,1,0,-0.45498278796355474,3,-0.6360422633456262
14549,0,1,1,5,1,0,1,1,4,1,1,1,0,1,3,-0.31923305953404,3,0.20180292998311564
14550,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.7708278505110269,9,1.0837452387502122
14551,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3746080748858691,1,-1.9148586110579162
14552,1,1,0,0,0,1,1,0,6,1,1,1,1,1,0,1.2974888952120491,2,-1.1431590908867066
14553,1,1,0,5,0,1,1,0,6,1,1,1,1,1,4,-0.050492221920033754,4,0.3120457185790027
14554,1,1,0,6,0,1,0,0,4,0,1,1,0,1,3,0.26700560700135967,7,1.546764950852938
14555,1,1,1,5,1,1,0,0,3,1,1,1,0,1,3,-1.0756721180937792,4,1.2160365850652768
14556,1,1,1,5,0,1,0,0,4,0,1,1,0,1,3,-0.1750150115616633,4,1.2160365850652768
14557,1,1,0,0,0,1,0,0,0,1,1,1,1,1,4,1.0343080653787098,5,0.7309683152433736
14558,1,1,0,5,1,1,1,0,3,1,1,1,0,1,4,-0.3759665235421532,3,0.09156014138722855
14559,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.2720045466872536,2,-1.4518388989551905
14560,1,1,0,5,0,1,1,0,4,0,1,1,0,1,4,0.08974828202463506,3,0.907356776996793
